alias,code,vendor_type,language
Shark Elowainat,EGY000020000,citsae,zh_cn
胡尔加达,EGY000001000,citsae,zh_cn
马特鲁港,EGY000006000,citsae,zh_cn
塞得港（著名港口）,EGY000014000,citsae,zh_cn
Siwa,EGY000012000,citsae,zh_cn
圣卡塔林纳,EGY000011000,citsae,zh_cn
Sidi Barani,EGY000019000,citsae,zh_cn
沙姆沙伊赫,EGY000002000,citsae,zh_cn
Taba,EGY000003000,citsae,zh_cn
新河谷,EGY000007000,citsae,zh_cn
阿萨布,ETH000004000,citsae,zh_cn
阿斯马拉,ETH000001000,citsae,zh_cn
马萨瓦,ETH000041000,citsae,zh_cn
兰萨罗特,ESP000006000,citsae,zh_cn
马拉加,ESP000AGP000,citsae,zh_cn
阿利坎特,ESP000ALC000,citsae,zh_cn
巴塞罗那,ESP000BCN000,citsae,zh_cn
巴达霍斯,ESP000BJZ000,citsae,zh_cn
圣塞瓦斯蒂安,ESP000011000,citsae,zh_cn
弗韦尔特文土拉岛,ESP000021000,citsae,zh_cn
San Sebastian/Gomera,ESP000025000,citsae,zh_cn
赫罗纳,ESP000GRO000,citsae,zh_cn
格拉纳达,ESP000GRX000,citsae,zh_cn
伊比萨,ESP000007000,citsae,zh_cn
Ceuta,ESP000022000,citsae,zh_cn
拉科鲁尼亚,ESP000010000,citsae,zh_cn
阿尔梅里亚,ESP000LEI000,citsae,zh_cn
莱昂,ESP000LEN000,citsae,zh_cn
塞奥―德乌赫尔,ESP000024000,citsae,zh_cn
大加那利岛,ESP000LPA000,citsae,zh_cn
马翁,ESP000008000,citsae,zh_cn
穆尔西亚,ESP000MJV000,citsae,zh_cn
梅利拉,ESP000013000,citsae,zh_cn
阿斯图里亚斯,ESP000003000,citsae,zh_cn
Moron,ESP000023000,citsae,zh_cn
Pamplona,ESP000014000,citsae,zh_cn
雷乌斯,ESP000015000,citsae,zh_cn
圣地亚哥科波泰拉,ESP000002000,citsae,zh_cn
圣坦德,COL000SAN000,citsae,zh_cn
Salamanca,ESP000SLM000,citsae,zh_cn
圣克鲁斯帕尔马,ESP000016000,citsae,zh_cn
塞维莱,ESP000SVQ000,citsae,zh_cn
特内里费,ESP000009000,citsae,zh_cn
马德里,ESP000MAD000,citsae,zh_cn
瓦尔瓦尔德,ESP000017000,citsae,zh_cn
维哥,ESP000005000,citsae,zh_cn
维多利亚,ESP000018000,citsae,zh_cn
瓦拉多利德,ESP000001000,citsae,zh_cn
赫雷斯―德拉弗龙特拉,ESP000019000,citsae,zh_cn
萨拉戈萨,ESP000ZAZ000,citsae,zh_cn
卡卜里达尔,ETH000019000,citsae,zh_cn
亚的斯亚贝巴,ETH0000AA000,citsae,zh_cn
阿塞拉,ETH000002000,citsae,zh_cn
阿尔巴明契,ETH000003000,citsae,zh_cn
阿索萨,ETH000005000,citsae,zh_cn
Awassa,ETH000006000,citsae,zh_cn
阿瓦雷,ETH000007000,citsae,zh_cn
阿克苏姆,ETH000008000,citsae,zh_cn
金卡,ETH000009000,citsae,zh_cn
布尔契,ETH000010000,citsae,zh_cn
贝卡,LBN0000BI000,citsae,zh_cn
巴哈尔达尔,ETH000011000,citsae,zh_cn
德布拉马科斯,ETH000012000,citsae,zh_cn
Debra Tabor,ETH000033000,citsae,zh_cn
登比多洛,ETH000013000,citsae,zh_cn
Degahbur,ETH000034000,citsae,zh_cn
迪雷达瓦,ETH0000DD000,citsae,zh_cn
德西埃,ETH000014000,citsae,zh_cn
Neghelli,ETH000047000,citsae,zh_cn
根当乌哈,ETH000037000,citsae,zh_cn
Fincha,ETH000035000,citsae,zh_cn
戈德,ETH000020000,citsae,zh_cn
贡达尔,ETH000021000,citsae,zh_cn
Ghimbi,ETH000039000,citsae,zh_cn
盖拉迪,ETH000036000,citsae,zh_cn
甘贝拉,ETH000022000,citsae,zh_cn
Ghinnir,ETH000038000,citsae,zh_cn
戈巴,ETH000023000,citsae,zh_cn
戈雷,ETH000024000,citsae,zh_cn
Shillavo,ETH000025000,citsae,zh_cn
胡默拉,ETH000029000,citsae,zh_cn
Jijiga,ETH000026000,citsae,zh_cn
季马,ETH000027000,citsae,zh_cn
克拉福,ETH000040000,citsae,zh_cn
拉利贝拉,ETH000030000,citsae,zh_cn
沙尼,ETH000032000,citsae,zh_cn
默卡讷瑟拉姆,ETH000028000,citsae,zh_cn
默克莱,ETH000015000,citsae,zh_cn
米赞特费里,ETH000016000,citsae,zh_cn
穆伊,ETH000046000,citsae,zh_cn
莫亚莱,ETH000045000,citsae,zh_cn
米纳,ETH000042000,citsae,zh_cn
曼德,ETH000043000,citsae,zh_cn
Nejjo,ETH000049000,citsae,zh_cn
内格默特,ETH000048000,citsae,zh_cn
莫塔,ETH000044000,citsae,zh_cn
Beles,ETH000050000,citsae,zh_cn
希雷因达希尔,ETH000017000,citsae,zh_cn
沙基索,ETH000054000,citsae,zh_cn
Shehdi,CHN035004000,citsae,zh_cn
索杜,ETH000051000,citsae,zh_cn
蒂皮,ETH000018000,citsae,zh_cn
图姆,ETH000052000,citsae,zh_cn
沃加,CAF0000UK000,citsae,zh_cn
瓦尔德,ETH000053000,citsae,zh_cn
本怒皮德尔,ETH000031000,citsae,zh_cn
埃农泰基厄,FIN000012000,citsae,zh_cn
赫尔辛基,FIN000HEL000,citsae,zh_cn
Hyvinkaa,FIN000019000,citsae,zh_cn
约恩苏,FIN000JOE000,citsae,zh_cn
于伐斯居拉,FIN000001000,citsae,zh_cn
卡亚尼,FIN000002000,citsae,zh_cn
库萨莫,FIN000003000,citsae,zh_cn
考哈瓦,FIN000016000,citsae,zh_cn
克米,FIN000010000,citsae,zh_cn
库奥雷韦西,FIN000017000,citsae,zh_cn
Kauhajoki,FIN000015000,citsae,zh_cn
科科拉,FIN000KOK000,citsae,zh_cn
Kitee,FIN000014000,citsae,zh_cn
基蒂拉,FIN000004000,citsae,zh_cn
库奥皮欧,FIN000005000,citsae,zh_cn
拉彭兰塔,FIN000LPP000,citsae,zh_cn
玛丽港,FIN000MHQ000,citsae,zh_cn
米凯利,FIN000MIK000,citsae,zh_cn
奥卢,FIN000OLU000,citsae,zh_cn
波里,FIN000POR000,citsae,zh_cn
罗瓦涅米,FIN000006000,citsae,zh_cn
Seinajoki,FIN000007000,citsae,zh_cn
索丹屈莱,FIN000018000,citsae,zh_cn
萨翁林纳,FIN000008000,citsae,zh_cn
图尔库,FIN000TKU000,citsae,zh_cn
坦佩雷,FIN000TMP000,citsae,zh_cn
Kouvola,FIN000011000,citsae,zh_cn
瓦萨,FIN000VAA000,citsae,zh_cn
瓦尔考斯,FIN000009000,citsae,zh_cn
Ylivieska,FIN000013000,citsae,zh_cn
Saqani,FJI000024000,citsae,zh_cn
Bua,FJI000003000,citsae,zh_cn
Blue Lagoon,FJI000004000,citsae,zh_cn
卡斯塔韦,FJI000005000,citsae,zh_cn
塞西亚,FJI000029000,citsae,zh_cn
瓦卡亚岛,FJI000025000,citsae,zh_cn
坎达武,FJI000010000,citsae,zh_cn
Korolevu,FJI000018000,citsae,zh_cn
科罗岛,FJI000014000,citsae,zh_cn
兰巴萨,FJI000011000,citsae,zh_cn
莱武卡,FJI000012000,citsae,zh_cn
莱克巴,FJI000019000,citsae,zh_cn
Laucala Island,FJI000013000,citsae,zh_cn
莫阿拉（岛）,FJI000022000,citsae,zh_cn
马纳,FJI000006000,citsae,zh_cn
恩高岛,FJI000007000,citsae,zh_cn
Natadola,FJI000023000,citsae,zh_cn
奥诺劳岛,FJI000016000,citsae,zh_cn
太平港,FJI000015000,citsae,zh_cn
马洛洛莱莱,FJI000002000,citsae,zh_cn
拉比,FJI000020000,citsae,zh_cn
罗图马岛,FJI000021000,citsae,zh_cn
苏瓦（首都）,FJI000001000,citsae,zh_cn
萨武萨武,FJI000008000,citsae,zh_cn
Turtle Island,FJI000017000,citsae,zh_cn
塔韦乌尼岛,FJI000009000,citsae,zh_cn
瓦图科乌拉,FJI000027000,citsae,zh_cn
瓦努阿巴拉武（群岛）,FJI000026000,citsae,zh_cn
Vatulele,FJI000028000,citsae,zh_cn
Yasawa Island,FJI000030000,citsae,zh_cn
斯坦利港,FLK000001000,citsae,zh_cn
科斯瑞,FSM000002000,citsae,zh_cn
特鲁克,FSM000001000,citsae,zh_cn
Ulithi,FSM000004000,citsae,zh_cn
雅浦,FSM000003000,citsae,zh_cn
法罗群岛,FRO000000000,citsae,zh_cn
阿让（省会）,FRA000046000,citsae,zh_cn
阿尔普迪埃,FRA000047000,citsae,zh_cn
阿雅克肖,FRA000003000,citsae,zh_cn
昂热,FRA000019000,citsae,zh_cn
昂古莱姆,FRA000027000,citsae,zh_cn
Auxerre,FRA000028000,citsae,zh_cn
欧里亚克,FRA000029000,citsae,zh_cn
阿维尼翁（省会）,FRA000004000,citsae,zh_cn
Barcelonnette,FRA000030000,citsae,zh_cn
布雷斯特,FRA000020000,citsae,zh_cn
巴斯蒂亚（省会）,FRA000005000,citsae,zh_cn
比亚里茨,FRA000006000,citsae,zh_cn
Bourges,FRA000031000,citsae,zh_cn
巴黎,FRA000PAR000,citsae,zh_cn
布里夫拉盖亚尔德,FRA000032000,citsae,zh_cn
贝济耶,FRA000033000,citsae,zh_cn
卡尔卡松,FRA000034000,citsae,zh_cn
戛纳,FRA000035000,citsae,zh_cn
瑟保,FRA000036000,citsae,zh_cn
Cholet,FRA000094000,citsae,zh_cn
克莱蒙费朗,FRA000007000,citsae,zh_cn
卡昂（省会）,FRA000CFR000,citsae,zh_cn
沙特鲁,FRA000078000,citsae,zh_cn
卡尔维,FRA000008000,citsae,zh_cn
尚贝里,FRA000037000,citsae,zh_cn
科尔马,FRA000026000,citsae,zh_cn
Cognac,FRA000079000,citsae,zh_cn
加来,FRA000057000,citsae,zh_cn
Creil,FRA000080000,citsae,zh_cn
Le Castellet,FRA000082000,citsae,zh_cn
库尔瑟维尔,FRA000068000,citsae,zh_cn
Castres,FRA000038000,citsae,zh_cn
迪戎,FRA000039000,citsae,zh_cn
Dole,FRA000066000,citsae,zh_cn
迪纳尔,FRA000040000,citsae,zh_cn
多维尔,FRA000041000,citsae,zh_cn
Dieppe,FRA000065000,citsae,zh_cn
圣埃田讷,FRA000042000,citsae,zh_cn
拉罗什,FRA000090000,citsae,zh_cn
贝尔热拉克,FRA000043000,citsae,zh_cn
埃皮纳勒,FRA000064000,citsae,zh_cn
梅斯-南锡,FRA000009000,citsae,zh_cn
埃夫勒,FRA000063000,citsae,zh_cn
尼姆,FRA000048000,citsae,zh_cn
菲加里·科西嘉,FRA000049000,citsae,zh_cn
加普,FRA000069000,citsae,zh_cn
Granville,FRA000067000,citsae,zh_cn
Hazebrouck,FRA000062000,citsae,zh_cn
拉尼永,FRA000011000,citsae,zh_cn
阿尔比（省会）,FRA000056000,citsae,zh_cn
拉包尔,FRA000089000,citsae,zh_cn
卢尔德/塔布,FRA000050000,citsae,zh_cn
Landivisiau,FRA000081000,citsae,zh_cn
勒阿弗尔,FRA000025000,citsae,zh_cn
利摩日,FRA000LIG000,citsae,zh_cn
勒皮,FRA000051000,citsae,zh_cn
拉罗歇尔,FRA000052000,citsae,zh_cn
洛里昂,FRA000012000,citsae,zh_cn
Les Sables,FRA000091000,citsae,zh_cn
勒土开,FRA000053000,citsae,zh_cn
圣特罗佩,FRA000054000,citsae,zh_cn
拉瓦勒（省会）,FRA000077000,citsae,zh_cn
里昂,FRA000LIO000,citsae,zh_cn
蒙吕松,FRA000074000,citsae,zh_cn
芒德（省会）,FRA000072000,citsae,zh_cn
Meribel,FRA000093000,citsae,zh_cn
蒙彼利埃,FRA000MPL000,citsae,zh_cn
马赛,FRA000MRS000,citsae,zh_cn
梅热沃,FRA000058000,citsae,zh_cn
莫尔莱,FRA000075000,citsae,zh_cn
尼斯,FRA000NCE000,citsae,zh_cn
阿内西,FRA000014000,citsae,zh_cn
尼奥尔（省会）,FRA000076000,citsae,zh_cn
内韦尔,FRA000059000,citsae,zh_cn
欧布纳,FRA000087000,citsae,zh_cn
奥尔良,FRA000ORR000,citsae,zh_cn
佩皮尼昂（省会）,FRA000015000,citsae,zh_cn
佩里格,FRA000044000,citsae,zh_cn
普罗普里亚诺,FRA000060000,citsae,zh_cn
波城（省会）,FRA000016000,citsae,zh_cn
Rochefort,FRA000071000,citsae,zh_cn
罗德兹,FRA000017000,citsae,zh_cn
兰斯,FRA000092000,citsae,zh_cn
罗阿讷,FRA000045000,citsae,zh_cn
雷恩,FRA000002000,citsae,zh_cn
鲁瓦扬,FRA000061000,citsae,zh_cn
圣布里厄,FRA000083000,citsae,zh_cn
Saint Crepin,FRA000073000,citsae,zh_cn
圣纳泽尔,FRA000095000,citsae,zh_cn
Solenzara,FRA000084000,citsae,zh_cn
斯特拉斯堡,FRA000001000,citsae,zh_cn
St-Yan,FRA000096000,citsae,zh_cn
土伦,FRA000018000,citsae,zh_cn
Toussus-Le-Noble,FRA000097000,citsae,zh_cn
坎佩尔,FRA000023000,citsae,zh_cn
鲁昂（省会）,FRA000URO000,citsae,zh_cn
瓦朗斯,FRA000VAA000,citsae,zh_cn
维希,FRA000086000,citsae,zh_cn
瓦讷,FRA000055000,citsae,zh_cn
Vittel,FRA000085000,citsae,zh_cn
Cahors,FRA000070000,citsae,zh_cn
阿基埃尼,GAB000001000,citsae,zh_cn
Alowe,GAB000002000,citsae,zh_cn
Biawongue,GAB000003000,citsae,zh_cn
布于,GAB000004000,citsae,zh_cn
Bongo,GAB000005000,citsae,zh_cn
比塔姆,GAB000006000,citsae,zh_cn
富加莫,GAB000019000,citsae,zh_cn
甘巴,GAB000012000,citsae,zh_cn
Miele Mimbale,GAB000030000,citsae,zh_cn
康果邦巴,GAB000020000,citsae,zh_cn
Iguela,GAB000041000,citsae,zh_cn
恩代恩代,GAB000017000,citsae,zh_cn
Mandji,GAB000026000,citsae,zh_cn
库拉穆图,GAB000013000,citsae,zh_cn
兰巴雷内,GAB000023000,citsae,zh_cn
Leconi,GAB000022000,citsae,zh_cn
拉斯土维尔,GAB000021000,citsae,zh_cn
姆比古,GAB000034000,citsae,zh_cn
梅杜纳,GAB000027000,citsae,zh_cn
莫安达,GAB000014000,citsae,zh_cn
Manega,GAB000025000,citsae,zh_cn
莫阿比,GAB000033000,citsae,zh_cn
穆伊拉,GAB000015000,citsae,zh_cn
梅坎博,GAB000028000,citsae,zh_cn
马得库,GAB000024000,citsae,zh_cn
弗朗斯维尔,GAB000007000,citsae,zh_cn
Mevang,GAB000029000,citsae,zh_cn
明武尔,GAB000032000,citsae,zh_cn
马育姆巴,GAB000008000,citsae,zh_cn
米齐克,GAB000031000,citsae,zh_cn
Nkan,GAB000018000,citsae,zh_cn
奥孔贾,GAB000016000,citsae,zh_cn
翁布埃,GAB000009000,citsae,zh_cn
Ouanga,GAB000039000,citsae,zh_cn
Owendo,GAB000035000,citsae,zh_cn
奥耶姆,GAB000010000,citsae,zh_cn
让蒂尔港,GAB000011000,citsae,zh_cn
奇班加,GAB000036000,citsae,zh_cn
Wagny,GAB000038000,citsae,zh_cn
Wora-Na-Ye,GAB000040000,citsae,zh_cn
Sette Cama,GAB000037000,citsae,zh_cn
Abingdon,GBR000039000,citsae,zh_cn
阿伯丁,GBRSCTABD000,citsae,zh_cn
奥尔德尼（岛）,GBR000040000,citsae,zh_cn
Andover,GBR000041000,citsae,zh_cn
圣安德鲁斯,GBR000049000,citsae,zh_cn
Bembridge,GBR000014000,citsae,zh_cn
Blackbushe,GBR000015000,citsae,zh_cn
本贝库拉,GBR000016000,citsae,zh_cn
Bury St Edmunds,GBR000017000,citsae,zh_cn
Benson,GBR000018000,citsae,zh_cn
贝尔法斯特,GBRNIRBFS000,citsae,zh_cn
伯明翰,GBRENGBIR000,citsae,zh_cn
布莱克普尔,GBR000019000,citsae,zh_cn
伯恩茅斯,GBR000020000,citsae,zh_cn
Bally Kelly,GBR000021000,citsae,zh_cn
伦敦,GBR000084000,citsae,zh_cn
巴拉,GBR000022000,citsae,zh_cn
布里斯托尔,GBRENGBST000,citsae,zh_cn
Burtonwood,GBR000023000,citsae,zh_cn
巴罗因弗内斯,GBR000024000,citsae,zh_cn
Brize Norton,GBR000025000,citsae,zh_cn
坎贝尔镇,GBR000026000,citsae,zh_cn
卡莱尔,GBR000050000,citsae,zh_cn
剑桥,GBRENGCAM000,citsae,zh_cn
切斯特,GBRENGCEG000,citsae,zh_cn
Coll,GBR000080000,citsae,zh_cn
Cromarty,GBR000082000,citsae,zh_cn
Colonsay Island,GBR000081000,citsae,zh_cn
考文垂,GBRENGCOV000,citsae,zh_cn
Cardiff,GBR000004000,citsae,zh_cn
邓迪,ZAF000DUN000,citsae,zh_cn
Dornoch,GBR000061000,citsae,zh_cn
爱丁堡,GBRSCTEDH000,citsae,zh_cn
Nottingham,GBRENGNGM000,citsae,zh_cn
恩尼斯基伦,GBR000008000,citsae,zh_cn
埃代岛,GBR000027000,citsae,zh_cn
Shoreham by Sea,GBR000068000,citsae,zh_cn
Newbury,GBR000055000,citsae,zh_cn
埃克塞特,GBRENGEXE000,citsae,zh_cn
Farnborough,GBR000047000,citsae,zh_cn
Fetlar,GBR000076000,citsae,zh_cn
Fairford,GBR000072000,citsae,zh_cn
费尔岛,GBR000042000,citsae,zh_cn
Fakenham,GBR000070000,citsae,zh_cn
Flotta,GBR000077000,citsae,zh_cn
Foula,GBR000078000,citsae,zh_cn
Forres,GBR000063000,citsae,zh_cn
Filton,GBR000062000,citsae,zh_cn
格恩济,GBR000001000,citsae,zh_cn
格洛斯特,GBR000009000,citsae,zh_cn
Machrihanish,GBR000086000,citsae,zh_cn
哈弗福德韦斯特,GBR000064000,citsae,zh_cn
霍耶岛,GBR000079000,citsae,zh_cn
Harrogate,GBR000010000,citsae,zh_cn
Hatfield,GBR000052000,citsae,zh_cn
亨伯赛德（郡）,GBR000006000,citsae,zh_cn
High Wycombe,GBR000053000,citsae,zh_cn
艾莱,GBR000043000,citsae,zh_cn
因弗内斯,GBR000005000,citsae,zh_cn
曼岛,GBR000013000,citsae,zh_cn
锡利群岛,GBR000044000,citsae,zh_cn
Kings Lynn,GBR000065000,citsae,zh_cn
柯克沃尔,GBR000045000,citsae,zh_cn
利兹,GBR000007000,citsae,zh_cn
伦敦德里,GBR000011000,citsae,zh_cn
兰兹角,GBR000046000,citsae,zh_cn
Brandon,GBR000058000,citsae,zh_cn
Lossiemouth,GBR000054000,citsae,zh_cn
洛赫吉尔普黑德,GBR000085000,citsae,zh_cn
利物浦,GBRENGLIV000,citsae,zh_cn
Lyneham,GBR000083000,citsae,zh_cn
Mildenhall,GBR000066000,citsae,zh_cn
蒂赛德（地区）,GBR000002000,citsae,zh_cn
曼斯顿,GBR000028000,citsae,zh_cn
桑代,GBR000029000,citsae,zh_cn
Northolt,GBR000087000,citsae,zh_cn
纽基,GBR000012000,citsae,zh_cn
北罗纳德赛（岛）,GBR000030000,citsae,zh_cn
诺威奇,GBR000003000,citsae,zh_cn
Oban,GBR000059000,citsae,zh_cn
Odiham,GBR000067000,citsae,zh_cn
Oakham,GBR000057000,citsae,zh_cn
Northampton,GBR000056000,citsae,zh_cn
Outer Skerries,GBR000075000,citsae,zh_cn
Oxford,GBRENGOXF000,citsae,zh_cn
Plymouth,GBRENGPLY000,citsae,zh_cn
Portsmouth,GBR000048000,citsae,zh_cn
帕帕韦斯特雷（岛）,GBR000031000,citsae,zh_cn
Papa Stour,GBR000088000,citsae,zh_cn
彭赞斯,GBR000032000,citsae,zh_cn
Chichester/Goodwood,GBRENGCST000,citsae,zh_cn
罗恩赛,GBR000071000,citsae,zh_cn
罗切斯特,GBR000069000,citsae,zh_cn
斯凯岛,GBR000090000,citsae,zh_cn
南安普敦,GBRENGSTH000,citsae,zh_cn
斯特龙塞,GBR000034000,citsae,zh_cn
Scampton,GBR000091000,citsae,zh_cn
Swansea,GBRWLSSWA000,citsae,zh_cn
斯图挪威,GBR000035000,citsae,zh_cn
Sheffield,GBRENGSHE000,citsae,zh_cn
泰里（岛）,GBR000036000,citsae,zh_cn
Upper Heyford,GBR000089000,citsae,zh_cn
Mull,GBR000073000,citsae,zh_cn
安斯特（谢特）岛,GBR000094000,citsae,zh_cn
Upavon,GBR000074000,citsae,zh_cn
West Malling,GBR000096000,citsae,zh_cn
Woodford,GBR000095000,citsae,zh_cn
沃尔赛（岛）,GBR000093000,citsae,zh_cn
威克,GBR000037000,citsae,zh_cn
韦斯特莱依,GBR000038000,citsae,zh_cn
Waddington,GBR000092000,citsae,zh_cn
Braintree,GBR000060000,citsae,zh_cn
Yeovilton,GBR000097000,citsae,zh_cn
London Brit Rail Terminal,GBR000098000,citsae,zh_cn
格林纳达（岛）,GRD000001000,citsae,zh_cn
库塔伊西,GEO000002000,citsae,zh_cn
苏呼米,GEO000003000,citsae,zh_cn
第比利斯（首都）,GEO000001000,citsae,zh_cn
St Laurent du Maroni,GUF000003000,citsae,zh_cn
Maripasoula,GUF000002000,citsae,zh_cn
St Georges de l'Oyapock,GUF000004000,citsae,zh_cn
Regina,GUF000001000,citsae,zh_cn
Saul,GUF000005000,citsae,zh_cn
库马西,GHA000002000,citsae,zh_cn
苏尼亚尼,GHA000003000,citsae,zh_cn
塔科拉迪,GHA000001000,citsae,zh_cn
塔马利,GHA000004000,citsae,zh_cn
直布罗陀,GIB000000000,citsae,zh_cn
安马赫夏利克,GRL000030000,citsae,zh_cn
努克,GRL000014000,citsae,zh_cn
亚科普斯豪恩,GRL000015000,citsae,zh_cn
克里斯提安斯赫布,GRL000016000,citsae,zh_cn
埃格德斯米纳,GRL000017000,citsae,zh_cn
腓特烈斯霍布,GRL000018000,citsae,zh_cn
戈德港,GRL000019000,citsae,zh_cn
格罗尼达尔,GRL000020000,citsae,zh_cn
霍尔施泰因斯堡,GRL000021000,citsae,zh_cn
尤利安娜霍布,GRL000022000,citsae,zh_cn
纳诺塔利克,GRL000023000,citsae,zh_cn
纳赫萨克,GRL000024000,citsae,zh_cn
Qaarsut,GRL000025000,citsae,zh_cn
Arsuk,GRL000031000,citsae,zh_cn
苏克托彭,GRL000026000,citsae,zh_cn
乌佩纳维克,GRL000027000,citsae,zh_cn
库留苏克岛,GRL000028000,citsae,zh_cn
Alluitsup Paa,GRL000029000,citsae,zh_cn
卡纳克,GRL000001000,citsae,zh_cn
斯科斯比松,GRL000034000,citsae,zh_cn
Akunnaaq,GRL000002000,citsae,zh_cn
Iginniarfik,GRL000003000,citsae,zh_cn
Attu,MDV000ADD000,citsae,zh_cn
Kitsissuarsuit,GRL000004000,citsae,zh_cn
Ikamiut,GRL000005000,citsae,zh_cn
Niaqornaarsuk,GRL000006000,citsae,zh_cn
Kangaatsiaq,GRL000007000,citsae,zh_cn
Ikerasaarsuk,GRL000008000,citsae,zh_cn
Saqqaq,GRL000009000,citsae,zh_cn
南斯特伦菲尤尔,GRL000010000,citsae,zh_cn
图勒,GRL000011000,citsae,zh_cn
纳萨尔苏瓦克,GRL000012000,citsae,zh_cn
Oqatsut,GRL000032000,citsae,zh_cn
Tasiuasaq,GRL000033000,citsae,zh_cn
博凯,GIN000BOK000,citsae,zh_cn
科纳克里,GIN000CNK000,citsae,zh_cn
法拉纳,GIN000FRN000,citsae,zh_cn
锡吉里,GIN000004000,citsae,zh_cn
坎坎,GIN000KNK000,citsae,zh_cn
基西杜古,GIN000001000,citsae,zh_cn
拉贝,GIN000LAB000,citsae,zh_cn
马森塔,GIN000003000,citsae,zh_cn
恩泽雷科雷,GIN000NZR000,citsae,zh_cn
孔达拉,GIN000002000,citsae,zh_cn
拉代西拉德,GLP000001000,citsae,zh_cn
玛丽―加朗特,GLP000004000,citsae,zh_cn
下岛,GLP000006000,citsae,zh_cn
来桑特到,GLP000005000,citsae,zh_cn
皮特尔角城,GLP000002000,citsae,zh_cn
圣巴特黑利米,GLP000003000,citsae,zh_cn
St Francois,GLP000007000,citsae,zh_cn
巴塔,GNQ000001000,citsae,zh_cn
阿格里尼翁,GRC000014000,citsae,zh_cn
卡尔帕索斯（岛）,GRC000003000,citsae,zh_cn
雅典,GRC000ATH000,citsae,zh_cn
亚历山德鲁波利斯,GRC000004000,citsae,zh_cn
科孚,GRC000005000,citsae,zh_cn
干尼亚,GRC000CHQ000,citsae,zh_cn
凯法利尼亚,GRC000006000,citsae,zh_cn
帕特雷（帕特拉斯）,GRC000001000,citsae,zh_cn
Heraklion,GRC000015000,citsae,zh_cn
雅尼那,GRC000016000,citsae,zh_cn
Ikaria Island,GRC000017000,citsae,zh_cn
希俄斯,GRC000018000,citsae,zh_cn
米科诺斯,GRC000019000,citsae,zh_cn
Naxos Is,GRC000020000,citsae,zh_cn
锡蒂亚,GRC000021000,citsae,zh_cn
斯基亚索斯,GRC000022000,citsae,zh_cn
Syros Island,GRC000023000,citsae,zh_cn
锡拉,GRC000024000,citsae,zh_cn
Astypalaia Island,GRC000025000,citsae,zh_cn
科斯,GRC000026000,citsae,zh_cn
基西拉,GRC000027000,citsae,zh_cn
卡拉马塔（卡拉迈）,GRC000028000,citsae,zh_cn
卡索斯岛,GRC000029000,citsae,zh_cn
卡斯托里亚,GRC000030000,citsae,zh_cn
Kavala,GRC000031000,citsae,zh_cn
科扎尼,GRC000032000,citsae,zh_cn
卡斯特洛里佐,GRC000033000,citsae,zh_cn
Larisa,GRC000038000,citsae,zh_cn
利罗斯,GRC000034000,citsae,zh_cn
利姆诺斯（岛）,GRC000035000,citsae,zh_cn
米蒂利尼,GRC000036000,citsae,zh_cn
米洛斯,GRC000007000,citsae,zh_cn
帕罗斯,GRC000008000,citsae,zh_cn
波尔托海利翁,GRC000009000,citsae,zh_cn
普雷韦扎/列夫卡,GRC000010000,citsae,zh_cn
皮尔戈斯,GRC000040000,citsae,zh_cn
罗得（岛）,GRC000002000,citsae,zh_cn
斯基洛斯,GRC000011000,citsae,zh_cn
桑马斯,GRC000012000,citsae,zh_cn
斯巴达（历史名城）,GRC000039000,citsae,zh_cn
沃洛斯,GRC000037000,citsae,zh_cn
扎金索斯岛,GRC000013000,citsae,zh_cn
Quetzaltenango,GTM0000QZ000,citsae,zh_cn
Quiche,GTM0000QC000,citsae,zh_cn
Coban,GTM000009000,citsae,zh_cn
Chiquimula,GTM000013000,citsae,zh_cn
Carmelita,GTM000007000,citsae,zh_cn
Coatepeque,GTM000008000,citsae,zh_cn
Dos Lagunas,GTM000006000,citsae,zh_cn
El Naranjo,GTM000003000,citsae,zh_cn
佛洛雷斯,GTM000001000,citsae,zh_cn
危地马拉（首都）,GTM000000000,citsae,zh_cn
Huehuetenango,GTM0000HU000,citsae,zh_cn
Rio Dulce,GTM000002000,citsae,zh_cn
Los Tablones,GTM000011000,citsae,zh_cn
巴里奥斯港,GTM000004000,citsae,zh_cn
Playa Grande,GTM000012000,citsae,zh_cn
波普顿,GTM000005000,citsae,zh_cn
Retalhuleu,GTM0000RE000,citsae,zh_cn
Rubelsanto,GTM000010000,citsae,zh_cn
瓦哈克通,GTM000014000,citsae,zh_cn
比绍,GNB000002000,citsae,zh_cn
Bemichi,GUY000001000,citsae,zh_cn
巴拉米塔,GUY000002000,citsae,zh_cn
埃凯雷库,GUY000026000,citsae,zh_cn
巴蒂卡,GUY000003000,citsae,zh_cn
因拜马代,GUY000027000,citsae,zh_cn
凯厄图尔,GUY000011000,citsae,zh_cn
卡马朗,GUY000009000,citsae,zh_cn
Konawaruk,GUY000013000,citsae,zh_cn
Kurupung,GUY000014000,citsae,zh_cn
卡拉萨拜,GUY000008000,citsae,zh_cn
Karanambo,GUY000007000,citsae,zh_cn
卡托,GUY000010000,citsae,zh_cn
Lethem,GUY000015000,citsae,zh_cn
Lumid Pau,GUY000016000,citsae,zh_cn
马赫迪耶,TUN0000MH000,citsae,zh_cn
马修斯里奇,GUY000018000,citsae,zh_cn
