alias,code,vendor_type,language
农安县,CHN022001022,meiya_hotel,zh_cn
九台市,CHN022001081,meiya_hotel,zh_cn
榆树市,CHN022001082,meiya_hotel,zh_cn
德惠市,CHN022001083,meiya_hotel,zh_cn
吉林,CHN022002000,meiya_hotel,zh_cn
昌邑区,CHN022002002,meiya_hotel,zh_cn
龙潭区,CHN022002003,meiya_hotel,zh_cn
船营区,CHN022002004,meiya_hotel,zh_cn
丰满区,CHN022002011,meiya_hotel,zh_cn
永吉县,CHN022002021,meiya_hotel,zh_cn
蛟河市,CHN022002081,meiya_hotel,zh_cn
桦甸市,CHN022002082,meiya_hotel,zh_cn
舒兰市,CHN022002083,meiya_hotel,zh_cn
磐石市,CHN022002084,meiya_hotel,zh_cn
四平,CHN022003000,meiya_hotel,zh_cn
梨树县,CHN022003022,meiya_hotel,zh_cn
伊通满族自治县,CHN022003023,meiya_hotel,zh_cn
公主岭市,CHN022003081,meiya_hotel,zh_cn
双辽市,CHN022003082,meiya_hotel,zh_cn
辽源,CHN022004000,meiya_hotel,zh_cn
龙山区,CHN022004002,meiya_hotel,zh_cn
东丰县,CHN022004021,meiya_hotel,zh_cn
东辽县,CHN022004022,meiya_hotel,zh_cn
通化,CHN022005000,meiya_hotel,zh_cn
东昌区,CHN022005002,meiya_hotel,zh_cn
二道江区,CHN022005003,meiya_hotel,zh_cn
通化县,CHN022005021,meiya_hotel,zh_cn
辉南县,CHN022005023,meiya_hotel,zh_cn
柳河县,CHN022005024,meiya_hotel,zh_cn
梅河口市,CHN022005081,meiya_hotel,zh_cn
集安市,CHN022005082,meiya_hotel,zh_cn
白山,CHN022006000,meiya_hotel,zh_cn
江源区,CHN022006005,meiya_hotel,zh_cn
抚松县,CHN022006021,meiya_hotel,zh_cn
靖宇县,CHN022006022,meiya_hotel,zh_cn
长白朝鲜族自治县,CHN022006023,meiya_hotel,zh_cn
临江市,CHN022006081,meiya_hotel,zh_cn
松原,CHN022007000,meiya_hotel,zh_cn
宁江区,CHN022007002,meiya_hotel,zh_cn
前郭尔罗斯蒙古族自治县,CHN022007021,meiya_hotel,zh_cn
长岭县,CHN022007022,meiya_hotel,zh_cn
乾安县,CHN022007023,meiya_hotel,zh_cn
白城,CHN022008000,meiya_hotel,zh_cn
洮北区,CHN022008002,meiya_hotel,zh_cn
镇赉县,CHN022008021,meiya_hotel,zh_cn
通榆县,CHN022008022,meiya_hotel,zh_cn
洮南市,CHN022008081,meiya_hotel,zh_cn
大安市,CHN022008082,meiya_hotel,zh_cn
延边,CHN022024000,meiya_hotel,zh_cn
延吉,CHN022024001,meiya_hotel,zh_cn
图们市,CHN022024002,meiya_hotel,zh_cn
敦化市,CHN022024003,meiya_hotel,zh_cn
珲春市,CHN022024004,meiya_hotel,zh_cn
龙井市,CHN022024005,meiya_hotel,zh_cn
和龙市,CHN022024006,meiya_hotel,zh_cn
汪清县,CHN022024024,meiya_hotel,zh_cn
安图县,CHN022024026,meiya_hotel,zh_cn
长白山,CHN022025000,meiya_hotel,zh_cn
哈尔滨,CHN023001000,meiya_hotel,zh_cn
道里区,CHN023001002,meiya_hotel,zh_cn
南岗区,CHN023001003,meiya_hotel,zh_cn
道外区,CHN023001004,meiya_hotel,zh_cn
平房区,CHN023001008,meiya_hotel,zh_cn
松北区,CHN023001009,meiya_hotel,zh_cn
香坊区,CHN023001010,meiya_hotel,zh_cn
呼兰区,CHN023001011,meiya_hotel,zh_cn
阿城区,CHN023001012,meiya_hotel,zh_cn
依兰县,CHN023001023,meiya_hotel,zh_cn
方正县,CHN023001024,meiya_hotel,zh_cn
宾县,CHN023001025,meiya_hotel,zh_cn
巴彦县,CHN023001026,meiya_hotel,zh_cn
木兰县,CHN023001027,meiya_hotel,zh_cn
通河县,CHN023001028,meiya_hotel,zh_cn
延寿县,CHN023001029,meiya_hotel,zh_cn
双城市,CHN023001082,meiya_hotel,zh_cn
尚志市,CHN023001083,meiya_hotel,zh_cn
五常市,CHN023001084,meiya_hotel,zh_cn
齐齐哈尔,CHN023002000,meiya_hotel,zh_cn
龙沙区,CHN023002002,meiya_hotel,zh_cn
建华区,CHN023002003,meiya_hotel,zh_cn
铁锋区,CHN023002004,meiya_hotel,zh_cn
昂昂溪区,CHN023002005,meiya_hotel,zh_cn
富拉尔基区,CHN023002006,meiya_hotel,zh_cn
碾子山区,CHN023002007,meiya_hotel,zh_cn
梅里斯达斡尔族区,CHN023002008,meiya_hotel,zh_cn
龙江县,CHN023002021,meiya_hotel,zh_cn
依安县,CHN023002023,meiya_hotel,zh_cn
泰来县,CHN023002024,meiya_hotel,zh_cn
甘南县,CHN023002025,meiya_hotel,zh_cn
富裕县,CHN023002027,meiya_hotel,zh_cn
克山县,CHN023002029,meiya_hotel,zh_cn
克东县,CHN023002030,meiya_hotel,zh_cn
拜泉县,CHN023002031,meiya_hotel,zh_cn
讷河市,CHN023002081,meiya_hotel,zh_cn
鸡西,CHN023003000,meiya_hotel,zh_cn
鸡冠区,CHN023003002,meiya_hotel,zh_cn
恒山区,CHN023003003,meiya_hotel,zh_cn
滴道区,CHN023003004,meiya_hotel,zh_cn
梨树区,CHN023003005,meiya_hotel,zh_cn
城子河区,CHN023003006,meiya_hotel,zh_cn
麻山区,CHN023003007,meiya_hotel,zh_cn
鸡东县,CHN023003021,meiya_hotel,zh_cn
虎林市,CHN023003081,meiya_hotel,zh_cn
密山市,CHN023003082,meiya_hotel,zh_cn
鹤岗,CHN023004000,meiya_hotel,zh_cn
工农区,CHN023004003,meiya_hotel,zh_cn
兴安区,CHN023004005,meiya_hotel,zh_cn
东山区,CHN023004006,meiya_hotel,zh_cn
兴山区,CHN023004007,meiya_hotel,zh_cn
萝北县,CHN023004021,meiya_hotel,zh_cn
绥滨县,CHN023004022,meiya_hotel,zh_cn
双鸭山,CHN023005000,meiya_hotel,zh_cn
尖山区,CHN023005002,meiya_hotel,zh_cn
岭东区,CHN023005003,meiya_hotel,zh_cn
四方台区,CHN023005005,meiya_hotel,zh_cn
集贤县,CHN023005021,meiya_hotel,zh_cn
友谊县,CHN023005022,meiya_hotel,zh_cn
宝清县,CHN023005023,meiya_hotel,zh_cn
饶河县,CHN023005024,meiya_hotel,zh_cn
大庆,CHN023006000,meiya_hotel,zh_cn
萨尔图区,CHN023006002,meiya_hotel,zh_cn
龙凤区,CHN023006003,meiya_hotel,zh_cn
让胡路区,CHN023006004,meiya_hotel,zh_cn
红岗区,CHN023006005,meiya_hotel,zh_cn
大同区,CHN023006006,meiya_hotel,zh_cn
肇州县,CHN023006021,meiya_hotel,zh_cn
肇源县,CHN023006022,meiya_hotel,zh_cn
林甸县,CHN023006023,meiya_hotel,zh_cn
杜尔伯特蒙古族自治县,CHN023006024,meiya_hotel,zh_cn
伊春,CHN023007000,meiya_hotel,zh_cn
伊春区,CHN023007002,meiya_hotel,zh_cn
南岔区,CHN023007003,meiya_hotel,zh_cn
友好区,CHN023007004,meiya_hotel,zh_cn
西林区,CHN023007005,meiya_hotel,zh_cn
翠峦区,CHN023007006,meiya_hotel,zh_cn
新青区,CHN023007007,meiya_hotel,zh_cn
美溪区,CHN023007008,meiya_hotel,zh_cn
金山屯区,CHN023007009,meiya_hotel,zh_cn
五营区,CHN023007010,meiya_hotel,zh_cn
乌马河区,CHN023007011,meiya_hotel,zh_cn
汤旺河区,CHN023007012,meiya_hotel,zh_cn
带岭区,CHN023007013,meiya_hotel,zh_cn
乌伊岭区,CHN023007014,meiya_hotel,zh_cn
红星区,CHN023007015,meiya_hotel,zh_cn
上甘岭区,CHN023007016,meiya_hotel,zh_cn
嘉荫县,CHN023007022,meiya_hotel,zh_cn
铁力市,CHN023007081,meiya_hotel,zh_cn
佳木斯,CHN023008000,meiya_hotel,zh_cn
前进区,CHN023008004,meiya_hotel,zh_cn
东风区,CHN023008005,meiya_hotel,zh_cn
桦南县,CHN023008022,meiya_hotel,zh_cn
桦川县,CHN023008026,meiya_hotel,zh_cn
汤原县,CHN023008028,meiya_hotel,zh_cn
抚远县,CHN023008033,meiya_hotel,zh_cn
同江市,CHN023008081,meiya_hotel,zh_cn
富锦市,CHN023008082,meiya_hotel,zh_cn
七台河,CHN023009000,meiya_hotel,zh_cn
新兴区,CHN023009002,meiya_hotel,zh_cn
桃山区,CHN023009003,meiya_hotel,zh_cn
茄子河区,CHN023009004,meiya_hotel,zh_cn
勃利县,CHN023009021,meiya_hotel,zh_cn
牡丹江,CHN023010000,meiya_hotel,zh_cn
东安区,CHN023010002,meiya_hotel,zh_cn
阳明区,CHN023010003,meiya_hotel,zh_cn
爱民区,CHN023010004,meiya_hotel,zh_cn
东宁县,CHN023010024,meiya_hotel,zh_cn
林口县,CHN023010025,meiya_hotel,zh_cn
绥芬河,CHN023010081,meiya_hotel,zh_cn
海林市,CHN023010083,meiya_hotel,zh_cn
宁安市,CHN023010084,meiya_hotel,zh_cn
穆棱市,CHN023010085,meiya_hotel,zh_cn
黑河,CHN023011000,meiya_hotel,zh_cn
爱辉区,CHN023011002,meiya_hotel,zh_cn
嫩江县,CHN023011021,meiya_hotel,zh_cn
逊克县,CHN023011023,meiya_hotel,zh_cn
孙吴县,CHN023011024,meiya_hotel,zh_cn
北安市,CHN023011081,meiya_hotel,zh_cn
五大连池市,CHN023011082,meiya_hotel,zh_cn
绥化,CHN023012000,meiya_hotel,zh_cn
北林区,CHN023012002,meiya_hotel,zh_cn
望奎县,CHN023012021,meiya_hotel,zh_cn
兰西县,CHN023012022,meiya_hotel,zh_cn
青冈县,CHN023012023,meiya_hotel,zh_cn
庆安县,CHN023012024,meiya_hotel,zh_cn
明水县,CHN023012025,meiya_hotel,zh_cn
绥棱县,CHN023012026,meiya_hotel,zh_cn
安达市,CHN023012081,meiya_hotel,zh_cn
肇东市,CHN023012082,meiya_hotel,zh_cn
海伦市,CHN023012083,meiya_hotel,zh_cn
大兴安岭,CHN023027000,meiya_hotel,zh_cn
呼玛县,CHN023027021,meiya_hotel,zh_cn
塔河县,CHN023027022,meiya_hotel,zh_cn
漠河,CHN023027023,meiya_hotel,zh_cn
上海,CHN031000000,meiya_hotel,zh_cn
黄浦区,CHN031001000,meiya_hotel,zh_cn
徐汇区,CHN031004000,meiya_hotel,zh_cn
长宁区,CHN031005000,meiya_hotel,zh_cn
静安区,CHN031006000,meiya_hotel,zh_cn
闸北区,CHN031008000,meiya_hotel,zh_cn
虹口区,CHN031009000,meiya_hotel,zh_cn
杨浦区,CHN031011000,meiya_hotel,zh_cn
闵行区,CHN031012000,meiya_hotel,zh_cn
嘉定区,CHN031014000,meiya_hotel,zh_cn
浦东新区,CHN031015000,meiya_hotel,zh_cn
金山区,CHN031016000,meiya_hotel,zh_cn
松江区,CHN031017000,meiya_hotel,zh_cn
奉贤区,CHN031026000,meiya_hotel,zh_cn
青浦区,CHN031029000,meiya_hotel,zh_cn
崇明县,CHN031030000,meiya_hotel,zh_cn
南京,CHN032001000,meiya_hotel,zh_cn
玄武区,CHN032001002,meiya_hotel,zh_cn
秦淮区,CHN032001004,meiya_hotel,zh_cn
建邺区,CHN032001005,meiya_hotel,zh_cn
浦口区,CHN032001011,meiya_hotel,zh_cn
栖霞区,CHN032001013,meiya_hotel,zh_cn
雨花台区,CHN032001014,meiya_hotel,zh_cn
江宁区,CHN032001015,meiya_hotel,zh_cn
六合区,CHN032001016,meiya_hotel,zh_cn
无锡,CHN032002000,meiya_hotel,zh_cn
崇安区,CHN032002002,meiya_hotel,zh_cn
南长区,CHN032002003,meiya_hotel,zh_cn
北塘区,CHN032002004,meiya_hotel,zh_cn
锡山区,CHN032002005,meiya_hotel,zh_cn
惠山区,CHN032002006,meiya_hotel,zh_cn
滨湖区,CHN032002011,meiya_hotel,zh_cn
江阴市,CHN032002081,meiya_hotel,zh_cn
宜兴市,CHN032002082,meiya_hotel,zh_cn
徐州,CHN032003000,meiya_hotel,zh_cn
云龙区,CHN032003003,meiya_hotel,zh_cn
贾汪区,CHN032003005,meiya_hotel,zh_cn
泉山区,CHN032003011,meiya_hotel,zh_cn
丰县,CHN032003021,meiya_hotel,zh_cn
沛县,CHN032003022,meiya_hotel,zh_cn
睢宁县,CHN032003024,meiya_hotel,zh_cn
新沂市,CHN032003081,meiya_hotel,zh_cn
邳州市,CHN032003082,meiya_hotel,zh_cn
常州,CHN032004000,meiya_hotel,zh_cn
天宁区,CHN032004002,meiya_hotel,zh_cn
钟楼区,CHN032004004,meiya_hotel,zh_cn
戚墅堰区,CHN032004005,meiya_hotel,zh_cn
新北区,CHN032004011,meiya_hotel,zh_cn
武进区,CHN032004012,meiya_hotel,zh_cn
溧阳市,CHN032004081,meiya_hotel,zh_cn
金坛市,CHN032004082,meiya_hotel,zh_cn
苏州,CHN032005000,meiya_hotel,zh_cn
姑苏区,CHN032005004,meiya_hotel,zh_cn
虎丘区,CHN032005005,meiya_hotel,zh_cn
吴中区,CHN032005006,meiya_hotel,zh_cn
相城区,CHN032005007,meiya_hotel,zh_cn
吴江区,CHN032005008,meiya_hotel,zh_cn
常熟市,CHN032005081,meiya_hotel,zh_cn
张家港市,CHN032005082,meiya_hotel,zh_cn
昆山,CHN032005083,meiya_hotel,zh_cn
太仓市,CHN032005085,meiya_hotel,zh_cn
南通,CHN032006000,meiya_hotel,zh_cn
崇川区,CHN032006002,meiya_hotel,zh_cn
港闸区,CHN032006011,meiya_hotel,zh_cn
海安县,CHN032006021,meiya_hotel,zh_cn
如东县,CHN032006023,meiya_hotel,zh_cn
启东市,CHN032006081,meiya_hotel,zh_cn
如皋市,CHN032006082,meiya_hotel,zh_cn
海门市,CHN032006084,meiya_hotel,zh_cn
连云港,CHN032007000,meiya_hotel,zh_cn
连云区,CHN032007003,meiya_hotel,zh_cn
新浦区,CHN032007005,meiya_hotel,zh_cn
海州区,CHN032007006,meiya_hotel,zh_cn
赣榆县,CHN032007021,meiya_hotel,zh_cn
东海县,CHN032007022,meiya_hotel,zh_cn
灌云县,CHN032007023,meiya_hotel,zh_cn
灌南县,CHN032007024,meiya_hotel,zh_cn
淮安,CHN032008000,meiya_hotel,zh_cn
淮安区,CHN032008003,meiya_hotel,zh_cn
淮阴区,CHN032008004,meiya_hotel,zh_cn
清浦区,CHN032008011,meiya_hotel,zh_cn
涟水县,CHN032008026,meiya_hotel,zh_cn
洪泽县,CHN032008029,meiya_hotel,zh_cn
盱眙县,CHN032008030,meiya_hotel,zh_cn
金湖县,CHN032008031,meiya_hotel,zh_cn
盐城,CHN032009000,meiya_hotel,zh_cn
亭湖区,CHN032009002,meiya_hotel,zh_cn
盐都区,CHN032009003,meiya_hotel,zh_cn
响水县,CHN032009021,meiya_hotel,zh_cn
滨海县,CHN032009022,meiya_hotel,zh_cn
阜宁县,CHN032009023,meiya_hotel,zh_cn
射阳县,CHN032009024,meiya_hotel,zh_cn
建湖县,CHN032009025,meiya_hotel,zh_cn
东台市,CHN032009081,meiya_hotel,zh_cn
大丰市,CHN032009082,meiya_hotel,zh_cn
扬州,CHN032010000,meiya_hotel,zh_cn
广陵区,CHN032010002,meiya_hotel,zh_cn
邗江区,CHN032010003,meiya_hotel,zh_cn
宝应县,CHN032010023,meiya_hotel,zh_cn
仪征市,CHN032010081,meiya_hotel,zh_cn
高邮市,CHN032010084,meiya_hotel,zh_cn
镇江,CHN032011000,meiya_hotel,zh_cn
京口区,CHN032011002,meiya_hotel,zh_cn
润州区,CHN032011011,meiya_hotel,zh_cn
丹徒区,CHN032011012,meiya_hotel,zh_cn
丹阳市,CHN032011081,meiya_hotel,zh_cn
扬中市,CHN032011082,meiya_hotel,zh_cn
句容市,CHN032011083,meiya_hotel,zh_cn
泰州,CHN032012000,meiya_hotel,zh_cn
海陵区,CHN032012002,meiya_hotel,zh_cn
高港区,CHN032012003,meiya_hotel,zh_cn
兴化市,CHN032012081,meiya_hotel,zh_cn
靖江市,CHN032012082,meiya_hotel,zh_cn
泰兴市,CHN032012083,meiya_hotel,zh_cn
宿迁,CHN032013000,meiya_hotel,zh_cn
宿城区,CHN032013002,meiya_hotel,zh_cn
宿豫区,CHN032013011,meiya_hotel,zh_cn
沭阳县,CHN032013022,meiya_hotel,zh_cn
泗阳县,CHN032013023,meiya_hotel,zh_cn
泗洪县,CHN032013024,meiya_hotel,zh_cn
杭州,CHN033001000,meiya_hotel,zh_cn
上城区,CHN033001002,meiya_hotel,zh_cn
下城区,CHN033001003,meiya_hotel,zh_cn
江干区,CHN033001004,meiya_hotel,zh_cn
拱墅区,CHN033001005,meiya_hotel,zh_cn
滨江区,CHN033001008,meiya_hotel,zh_cn
萧山区,CHN033001009,meiya_hotel,zh_cn
余杭区,CHN033001010,meiya_hotel,zh_cn
桐庐县,CHN033001022,meiya_hotel,zh_cn
淳安县,CHN033001027,meiya_hotel,zh_cn
建德市,CHN033001082,meiya_hotel,zh_cn
富阳市,CHN033001083,meiya_hotel,zh_cn
临安市,CHN033001085,meiya_hotel,zh_cn
宁波,CHN033002000,meiya_hotel,zh_cn
海曙区,CHN033002003,meiya_hotel,zh_cn
江东区,CHN033002004,meiya_hotel,zh_cn
北仑区,CHN033002006,meiya_hotel,zh_cn
镇海区,CHN033002011,meiya_hotel,zh_cn
鄞州区,CHN033002012,meiya_hotel,zh_cn
象山县,CHN033002025,meiya_hotel,zh_cn
宁海县,CHN033002026,meiya_hotel,zh_cn
余姚市,CHN033002081,meiya_hotel,zh_cn
慈溪市,CHN033002082,meiya_hotel,zh_cn
奉化市,CHN033002083,meiya_hotel,zh_cn
温州,CHN033003000,meiya_hotel,zh_cn
鹿城区,CHN033003002,meiya_hotel,zh_cn
龙湾区,CHN033003003,meiya_hotel,zh_cn
瓯海区,CHN033003004,meiya_hotel,zh_cn
洞头县,CHN033003022,meiya_hotel,zh_cn
永嘉县,CHN033003024,meiya_hotel,zh_cn
平阳县,CHN033003026,meiya_hotel,zh_cn
苍南县,CHN033003027,meiya_hotel,zh_cn
文成县,CHN033003028,meiya_hotel,zh_cn
泰顺县,CHN033003029,meiya_hotel,zh_cn
瑞安市,CHN033003081,meiya_hotel,zh_cn
乐清市,CHN033003082,meiya_hotel,zh_cn
嘉兴,CHN033004000,meiya_hotel,zh_cn
南湖区,CHN033004002,meiya_hotel,zh_cn
秀洲区,CHN033004011,meiya_hotel,zh_cn
嘉善县,CHN033004021,meiya_hotel,zh_cn
海盐县,CHN033004024,meiya_hotel,zh_cn
海宁市,CHN033004081,meiya_hotel,zh_cn
平湖市,CHN033004082,meiya_hotel,zh_cn
桐乡市,CHN033004083,meiya_hotel,zh_cn
湖州,CHN033005000,meiya_hotel,zh_cn
吴兴区,CHN033005002,meiya_hotel,zh_cn
南浔区,CHN033005003,meiya_hotel,zh_cn
德清县,CHN033005021,meiya_hotel,zh_cn
长兴县,CHN033005022,meiya_hotel,zh_cn
安吉县,CHN033005023,meiya_hotel,zh_cn
绍兴,CHN033006000,meiya_hotel,zh_cn
越城区,CHN033006002,meiya_hotel,zh_cn
新昌县,CHN033006024,meiya_hotel,zh_cn
诸暨市,CHN033006081,meiya_hotel,zh_cn
嵊州市,CHN033006083,meiya_hotel,zh_cn
金华市,CHN033007000,meiya_hotel,zh_cn
婺城区,CHN033007002,meiya_hotel,zh_cn
金东区,CHN033007003,meiya_hotel,zh_cn
武义县,CHN033007023,meiya_hotel,zh_cn
浦江县,CHN033007026,meiya_hotel,zh_cn
磐安县,CHN033007027,meiya_hotel,zh_cn
兰溪市,CHN033007081,meiya_hotel,zh_cn
义乌,CHN033007082,meiya_hotel,zh_cn
东阳市,CHN033007083,meiya_hotel,zh_cn
永康市,CHN033007084,meiya_hotel,zh_cn
衢州,CHN033008000,meiya_hotel,zh_cn
柯城区,CHN033008002,meiya_hotel,zh_cn
衢江区,CHN033008003,meiya_hotel,zh_cn
常山县,CHN033008022,meiya_hotel,zh_cn
开化县,CHN033008024,meiya_hotel,zh_cn
龙游县,CHN033008025,meiya_hotel,zh_cn
江山市,CHN033008081,meiya_hotel,zh_cn
舟山,CHN033009000,meiya_hotel,zh_cn
定海区,CHN033009002,meiya_hotel,zh_cn
岱山县,CHN033009021,meiya_hotel,zh_cn
嵊泗县,CHN033009022,meiya_hotel,zh_cn
台州,CHN033010000,meiya_hotel,zh_cn
椒江区,CHN033010002,meiya_hotel,zh_cn
黄岩区,CHN033010003,meiya_hotel,zh_cn
路桥区,CHN033010004,meiya_hotel,zh_cn
玉环县,CHN033010021,meiya_hotel,zh_cn
三门县,CHN033010022,meiya_hotel,zh_cn
天台县,CHN033010023,meiya_hotel,zh_cn
仙居县,CHN033010024,meiya_hotel,zh_cn
温岭市,CHN033010081,meiya_hotel,zh_cn
临海市,CHN033010082,meiya_hotel,zh_cn
丽水,CHN033011000,meiya_hotel,zh_cn
莲都区,CHN033011002,meiya_hotel,zh_cn
青田县,CHN033011021,meiya_hotel,zh_cn
缙云县,CHN033011022,meiya_hotel,zh_cn
遂昌县,CHN033011023,meiya_hotel,zh_cn
松阳县,CHN033011024,meiya_hotel,zh_cn
云和县,CHN033011025,meiya_hotel,zh_cn
庆元县,CHN033011026,meiya_hotel,zh_cn
景宁畲族自治县,CHN033011027,meiya_hotel,zh_cn
龙泉市,CHN033011081,meiya_hotel,zh_cn
合肥,CHN034001000,meiya_hotel,zh_cn
瑶海区,CHN034001002,meiya_hotel,zh_cn
庐阳区,CHN034001003,meiya_hotel,zh_cn
蜀山区,CHN034001004,meiya_hotel,zh_cn
包河区,CHN034001011,meiya_hotel,zh_cn
长丰县,CHN034001021,meiya_hotel,zh_cn
肥东县,CHN034001022,meiya_hotel,zh_cn
肥西县,CHN034001023,meiya_hotel,zh_cn
庐江县,CHN034001024,meiya_hotel,zh_cn
巢湖市,CHN034001025,meiya_hotel,zh_cn
芜湖,CHN034002000,meiya_hotel,zh_cn
镜湖区,CHN034002002,meiya_hotel,zh_cn
弋江区,CHN034002003,meiya_hotel,zh_cn
鸠江区,CHN034002007,meiya_hotel,zh_cn
三山区,CHN034002008,meiya_hotel,zh_cn
芜湖县,CHN034002021,meiya_hotel,zh_cn
繁昌县,CHN034002022,meiya_hotel,zh_cn
南陵县,CHN034002023,meiya_hotel,zh_cn
无为县,CHN034002024,meiya_hotel,zh_cn
蚌埠,CHN034003000,meiya_hotel,zh_cn
龙子湖区,CHN034003002,meiya_hotel,zh_cn
蚌山区,CHN034003003,meiya_hotel,zh_cn
禹会区,CHN034003004,meiya_hotel,zh_cn
淮上区,CHN034003011,meiya_hotel,zh_cn
怀远县,CHN034003021,meiya_hotel,zh_cn
五河县,CHN034003022,meiya_hotel,zh_cn
固镇县,CHN034003023,meiya_hotel,zh_cn
淮南,CHN034004000,meiya_hotel,zh_cn
大通区,CHN034004002,meiya_hotel,zh_cn
田家庵区,CHN034004003,meiya_hotel,zh_cn
谢家集区,CHN034004004,meiya_hotel,zh_cn
八公山区,CHN034004005,meiya_hotel,zh_cn
潘集区,CHN034004006,meiya_hotel,zh_cn
凤台县,CHN034004021,meiya_hotel,zh_cn
马鞍山,CHN034005000,meiya_hotel,zh_cn
花山区,CHN034005003,meiya_hotel,zh_cn
雨山区,CHN034005004,meiya_hotel,zh_cn
博望区,CHN034005005,meiya_hotel,zh_cn
当涂县,CHN034005021,meiya_hotel,zh_cn
含山县,CHN034005022,meiya_hotel,zh_cn
和县,CHN034005023,meiya_hotel,zh_cn
淮北,CHN034006000,meiya_hotel,zh_cn
杜集区,CHN034006002,meiya_hotel,zh_cn
相山区,CHN034006003,meiya_hotel,zh_cn
烈山区,CHN034006004,meiya_hotel,zh_cn
濉溪县,CHN034006021,meiya_hotel,zh_cn
铜陵,CHN034007000,meiya_hotel,zh_cn
铜官山区,CHN034007002,meiya_hotel,zh_cn
狮子山区,CHN034007003,meiya_hotel,zh_cn
铜陵县,CHN034007021,meiya_hotel,zh_cn
安庆,CHN034008000,meiya_hotel,zh_cn
迎江区,CHN034008002,meiya_hotel,zh_cn
大观区,CHN034008003,meiya_hotel,zh_cn
宜秀区,CHN034008011,meiya_hotel,zh_cn
怀宁县,CHN034008022,meiya_hotel,zh_cn
枞阳县,CHN034008023,meiya_hotel,zh_cn
潜山县,CHN034008024,meiya_hotel,zh_cn
太湖县,CHN034008025,meiya_hotel,zh_cn
宿松县,CHN034008026,meiya_hotel,zh_cn
望江县,CHN034008027,meiya_hotel,zh_cn
岳西县,CHN034008028,meiya_hotel,zh_cn
桐城市,CHN034008081,meiya_hotel,zh_cn
黄山,CHN034010000,meiya_hotel,zh_cn
屯溪区,CHN034010002,meiya_hotel,zh_cn
黄山区,CHN034010003,meiya_hotel,zh_cn
徽州区,CHN034010004,meiya_hotel,zh_cn
歙县,CHN034010021,meiya_hotel,zh_cn
休宁县,CHN034010022,meiya_hotel,zh_cn
黟县,CHN034010023,meiya_hotel,zh_cn
祁门县,CHN034010024,meiya_hotel,zh_cn
滁州,CHN034011000,meiya_hotel,zh_cn
琅琊区,CHN034011002,meiya_hotel,zh_cn
南谯区,CHN034011003,meiya_hotel,zh_cn
来安县,CHN034011022,meiya_hotel,zh_cn
全椒县,CHN034011024,meiya_hotel,zh_cn
定远县,CHN034011025,meiya_hotel,zh_cn
凤阳县,CHN034011026,meiya_hotel,zh_cn
天长市,CHN034011081,meiya_hotel,zh_cn
明光市,CHN034011082,meiya_hotel,zh_cn
阜阳,CHN034012000,meiya_hotel,zh_cn
颍州区,CHN034012002,meiya_hotel,zh_cn
颍东区,CHN034012003,meiya_hotel,zh_cn
颍泉区,CHN034012004,meiya_hotel,zh_cn
临泉县,CHN034012021,meiya_hotel,zh_cn
太和县,CHN034012022,meiya_hotel,zh_cn
阜南县,CHN034012025,meiya_hotel,zh_cn
颍上县,CHN034012026,meiya_hotel,zh_cn
界首市,CHN034012082,meiya_hotel,zh_cn
宿州,CHN034013000,meiya_hotel,zh_cn
埇桥区,CHN034013002,meiya_hotel,zh_cn
砀山县,CHN034013021,meiya_hotel,zh_cn
萧县,CHN034013022,meiya_hotel,zh_cn
灵璧县,CHN034013023,meiya_hotel,zh_cn
泗县,CHN034013024,meiya_hotel,zh_cn
六安,CHN034015000,meiya_hotel,zh_cn
金安区,CHN034015002,meiya_hotel,zh_cn
裕安区,CHN034015003,meiya_hotel,zh_cn
寿县,CHN034015021,meiya_hotel,zh_cn
霍邱县,CHN034015022,meiya_hotel,zh_cn
舒城县,CHN034015023,meiya_hotel,zh_cn
金寨县,CHN034015024,meiya_hotel,zh_cn
霍山县,CHN034015025,meiya_hotel,zh_cn
亳州,CHN034016000,meiya_hotel,zh_cn
谯城区,CHN034016002,meiya_hotel,zh_cn
涡阳县,CHN034016021,meiya_hotel,zh_cn
蒙城县,CHN034016022,meiya_hotel,zh_cn
利辛县,CHN034016023,meiya_hotel,zh_cn
池州,CHN034017000,meiya_hotel,zh_cn
贵池区,CHN034017002,meiya_hotel,zh_cn
东至县,CHN034017021,meiya_hotel,zh_cn
石台县,CHN034017022,meiya_hotel,zh_cn
青阳县,CHN034017023,meiya_hotel,zh_cn
宣城,CHN034018000,meiya_hotel,zh_cn
宣州区,CHN034018002,meiya_hotel,zh_cn
郎溪县,CHN034018021,meiya_hotel,zh_cn
广德县,CHN034018022,meiya_hotel,zh_cn
泾县,CHN034018023,meiya_hotel,zh_cn
绩溪县,CHN034018024,meiya_hotel,zh_cn
旌德县,CHN034018025,meiya_hotel,zh_cn
宁国市,CHN034018081,meiya_hotel,zh_cn
福州,CHN035001000,meiya_hotel,zh_cn
台江区,CHN035001003,meiya_hotel,zh_cn
仓山区,CHN035001004,meiya_hotel,zh_cn
马尾区,CHN035001005,meiya_hotel,zh_cn
晋安区,CHN035001011,meiya_hotel,zh_cn
闽侯县,CHN035001021,meiya_hotel,zh_cn
连江县,CHN035001022,meiya_hotel,zh_cn
罗源县,CHN035001023,meiya_hotel,zh_cn
