alias,code,vendor_type,language
Wang Hua Qu ,CHN021004004,meiya_hotel,en_us
Shun Cheng Qu ,CHN021004011,meiya_hotel,en_us
Fu Shun Xian ,CHN021004021,meiya_hotel,en_us
Xin Bin Man Zu Zi Zhi Xian ,CHN021004022,meiya_hotel,en_us
Qing Yuan Man Zu Zi Zhi Xian ,CHN021004023,meiya_hotel,en_us
Ben Xi ,CHN021005000,meiya_hotel,en_us
Ping Shan Qu ,CHN021005002,meiya_hotel,en_us
Xi Hu Qu ,CHN021005003,meiya_hotel,en_us
Ming Shan Qu ,CHN021005004,meiya_hotel,en_us
Nan Fen Qu ,CHN021005005,meiya_hotel,en_us
Ben Xi Man Zu Zi Zhi Xian ,CHN021005021,meiya_hotel,en_us
Huan Ren Man Zu Zi Zhi Xian ,CHN021005022,meiya_hotel,en_us
Dan Dong ,CHN021006000,meiya_hotel,en_us
Yuan Bao Qu ,CHN021006002,meiya_hotel,en_us
Zhen Xing Qu ,CHN021006003,meiya_hotel,en_us
Zhen An Qu ,CHN021006004,meiya_hotel,en_us
Kuan Dian Man Zu Zi Zhi Xian ,CHN021006024,meiya_hotel,en_us
Dong Gang Shi ,CHN021006081,meiya_hotel,en_us
Feng Cheng Shi ,CHN021006082,meiya_hotel,en_us
Jin Zhou ,CHN021007000,meiya_hotel,en_us
Gu Ta Qu ,CHN021007002,meiya_hotel,en_us
Ling He Qu ,CHN021007003,meiya_hotel,en_us
Tai He Qu ,CHN021007011,meiya_hotel,en_us
Hei Shan Xian ,CHN021007026,meiya_hotel,en_us
Yi Xian ,CHN021007027,meiya_hotel,en_us
Ling Hai Shi ,CHN021007081,meiya_hotel,en_us
Bei Zhen Shi ,CHN021007082,meiya_hotel,en_us
Ying Kou ,CHN021008000,meiya_hotel,en_us
Ba Yu Quan Qu ,CHN021008004,meiya_hotel,en_us
Lao Bian Qu ,CHN021008011,meiya_hotel,en_us
Gai Zhou Shi ,CHN021008081,meiya_hotel,en_us
Da Shi Qiao Shi ,CHN021008082,meiya_hotel,en_us
Fu Xin ,CHN021009000,meiya_hotel,en_us
Hai Zhou Qu ,CHN021009002,meiya_hotel,en_us
Tai Ping Qu ,CHN021009004,meiya_hotel,en_us
Qing He Men Qu ,CHN021009005,meiya_hotel,en_us
Xi He Qu ,CHN021009011,meiya_hotel,en_us
Fu Xin Meng Gu Zu Zi Zhi Xian ,CHN021009021,meiya_hotel,en_us
Zhang Wu Xian ,CHN021009022,meiya_hotel,en_us
Liao Yang ,CHN021010000,meiya_hotel,en_us
Bai Ta Qu ,CHN021010002,meiya_hotel,en_us
Wen Sheng Qu ,CHN021010003,meiya_hotel,en_us
Hong Wei Qu ,CHN021010004,meiya_hotel,en_us
Gong Chang Ling Qu ,CHN021010005,meiya_hotel,en_us
Tai Zi He Qu ,CHN021010011,meiya_hotel,en_us
Liao Yang Xian ,CHN021010021,meiya_hotel,en_us
Deng Ta Shi ,CHN021010081,meiya_hotel,en_us
Pan Jin ,CHN021011000,meiya_hotel,en_us
Shuang Tai Zi Qu ,CHN021011002,meiya_hotel,en_us
Xing Long Tai Qu ,CHN021011003,meiya_hotel,en_us
Da Wa Xian ,CHN021011021,meiya_hotel,en_us
Pan Shan Xian ,CHN021011022,meiya_hotel,en_us
Tie Ling ,CHN021012000,meiya_hotel,en_us
Yin Zhou Qu ,CHN021012002,meiya_hotel,en_us
Tie Ling Xian ,CHN021012021,meiya_hotel,en_us
Xi Feng Xian ,CHN021012023,meiya_hotel,en_us
Chang Tu Xian ,CHN021012024,meiya_hotel,en_us
Diao Bing Shan Shi ,CHN021012081,meiya_hotel,en_us
Kai Yuan Shi ,CHN021012082,meiya_hotel,en_us
Shuang Ta Qu ,CHN021013002,meiya_hotel,en_us
Long Cheng Qu ,CHN021013003,meiya_hotel,en_us
Chao Yang Xian ,CHN021013021,meiya_hotel,en_us
Jian Ping Xian ,CHN021013022,meiya_hotel,en_us
Ka La Qin Zuo Yi Meng Gu Zu Zi Zhi Xian ,CHN021013024,meiya_hotel,en_us
Bei Piao Shi ,CHN021013081,meiya_hotel,en_us
Ling Yuan Shi ,CHN021013082,meiya_hotel,en_us
Hu Lu Dao ,CHN021014000,meiya_hotel,en_us
Lian Shan Qu ,CHN021014002,meiya_hotel,en_us
Long Gang Qu ,CHN021014003,meiya_hotel,en_us
Nan Piao Qu ,CHN021014004,meiya_hotel,en_us
Sui Zhong Xian ,CHN021014021,meiya_hotel,en_us
Jian Chang Xian ,CHN021014022,meiya_hotel,en_us
Xing Cheng Shi ,CHN021014081,meiya_hotel,en_us
Chang Chun ,CHN022001000,meiya_hotel,en_us
Nan Guan Qu ,CHN022001002,meiya_hotel,en_us
Kuan Cheng Qu ,CHN022001003,meiya_hotel,en_us
Er Dao Qu ,CHN022001005,meiya_hotel,en_us
Lv Yuan Qu ,CHN022001006,meiya_hotel,en_us
Shuang Yang Qu ,CHN022001012,meiya_hotel,en_us
Nong An Xian ,CHN022001022,meiya_hotel,en_us
Jiu Tai Shi ,CHN022001081,meiya_hotel,en_us
Yu Shu Shi ,CHN022001082,meiya_hotel,en_us
De Hui Shi ,CHN022001083,meiya_hotel,en_us
Ji Lin ,CHN022002000,meiya_hotel,en_us
Chang Yi Qu ,CHN022002002,meiya_hotel,en_us
Long Tan Qu ,CHN022002003,meiya_hotel,en_us
Chuan Ying Qu ,CHN022002004,meiya_hotel,en_us
Feng Man Qu ,CHN022002011,meiya_hotel,en_us
Yong Ji Xian ,CHN022002021,meiya_hotel,en_us
Jiao He Shi ,CHN022002081,meiya_hotel,en_us
Hua Dian Shi ,CHN022002082,meiya_hotel,en_us
Shu Lan Shi ,CHN022002083,meiya_hotel,en_us
Pan Shi Shi ,CHN022002084,meiya_hotel,en_us
Si Ping ,CHN022003000,meiya_hotel,en_us
Li Shu Xian ,CHN022003022,meiya_hotel,en_us
Yi Tong Man Zu Zi Zhi Xian ,CHN022003023,meiya_hotel,en_us
Gong Zhu Ling Shi ,CHN022003081,meiya_hotel,en_us
Shuang Liao Shi ,CHN022003082,meiya_hotel,en_us
Liao Yuan ,CHN022004000,meiya_hotel,en_us
Long Shan Qu ,CHN022004002,meiya_hotel,en_us
Dong Feng Xian ,CHN022004021,meiya_hotel,en_us
Dong Liao Xian ,CHN022004022,meiya_hotel,en_us
Tong Hua ,CHN022005000,meiya_hotel,en_us
Dong Chang Qu ,CHN022005002,meiya_hotel,en_us
Er Dao Jiang Qu ,CHN022005003,meiya_hotel,en_us
Tong Hua Xian ,CHN022005021,meiya_hotel,en_us
Hui Nan Xian ,CHN022005023,meiya_hotel,en_us
Liu He Xian ,CHN022005024,meiya_hotel,en_us
Mei He Kou Shi ,CHN022005081,meiya_hotel,en_us
Ji An Shi ,CHN022005082,meiya_hotel,en_us
Bai Shan ,CHN022006000,meiya_hotel,en_us
Jiang Yuan Qu ,CHN022006005,meiya_hotel,en_us
Fu Song Xian ,CHN022006021,meiya_hotel,en_us
Jing Yu Xian ,CHN022006022,meiya_hotel,en_us
Chang Bai Chao Xian Zu Zi Zhi Xian ,CHN022006023,meiya_hotel,en_us
Lin Jiang Shi ,CHN022006081,meiya_hotel,en_us
Song Yuan ,CHN022007000,meiya_hotel,en_us
Ning Jiang Qu ,CHN022007002,meiya_hotel,en_us
Qian Guo Er Luo Si Meng Gu Zu Zi Zhi Xian ,CHN022007021,meiya_hotel,en_us
Chang Ling Xian ,CHN022007022,meiya_hotel,en_us
Qian An Xian ,CHN022007023,meiya_hotel,en_us
Bai Cheng ,CHN022008000,meiya_hotel,en_us
Dao Bei Qu ,CHN022008002,meiya_hotel,en_us
Zhen Lai Xian ,CHN022008021,meiya_hotel,en_us
Tong Yu Xian ,CHN022008022,meiya_hotel,en_us
Dao Nan Shi ,CHN022008081,meiya_hotel,en_us
Da An Shi ,CHN022008082,meiya_hotel,en_us
Yan Bian ,CHN022024000,meiya_hotel,en_us
Yan Ji Shi ,CHN022024001,meiya_hotel,en_us
Tu Men Shi ,CHN022024002,meiya_hotel,en_us
Dun Hua Shi ,CHN022024003,meiya_hotel,en_us
Hui Chun Shi ,CHN022024004,meiya_hotel,en_us
Long Jing Shi ,CHN022024005,meiya_hotel,en_us
He Long Shi ,CHN022024006,meiya_hotel,en_us
Wang Qing Xian ,CHN022024024,meiya_hotel,en_us
An Tu Xian ,CHN022024026,meiya_hotel,en_us
Chang Bai Shan ,CHN022025000,meiya_hotel,en_us
Ha Er Bin ,CHN023001000,meiya_hotel,en_us
Dao Li Qu ,CHN023001002,meiya_hotel,en_us
Nan Gang Qu ,CHN023001003,meiya_hotel,en_us
Dao Wai Qu ,CHN023001004,meiya_hotel,en_us
Ping Fang Qu ,CHN023001008,meiya_hotel,en_us
Song Bei Qu ,CHN023001009,meiya_hotel,en_us
Xiang Fang Qu ,CHN023001010,meiya_hotel,en_us
Hu Lan Qu ,CHN023001011,meiya_hotel,en_us
A Cheng Qu ,CHN023001012,meiya_hotel,en_us
Yi Lan Xian ,CHN023001023,meiya_hotel,en_us
Fang Zheng Xian ,CHN023001024,meiya_hotel,en_us
Bin Xian ,CHN023001025,meiya_hotel,en_us
Ba Yan Xian ,CHN023001026,meiya_hotel,en_us
Mu Lan Xian ,CHN023001027,meiya_hotel,en_us
Tong He Xian ,CHN023001028,meiya_hotel,en_us
Yan Shou Xian ,CHN023001029,meiya_hotel,en_us
Shuang Cheng Shi ,CHN023001082,meiya_hotel,en_us
Shang Zhi Shi ,CHN023001083,meiya_hotel,en_us
Wu Chang Shi ,CHN023001084,meiya_hotel,en_us
Qi Qi Ha Er ,CHN023002000,meiya_hotel,en_us
Long Sha Qu ,CHN023002002,meiya_hotel,en_us
Jian Hua Qu ,CHN023002003,meiya_hotel,en_us
Tie Feng Qu ,CHN023002004,meiya_hotel,en_us
Ang Ang Xi Qu ,CHN023002005,meiya_hotel,en_us
Fu La Er Ji Qu ,CHN023002006,meiya_hotel,en_us
Nian Zi Shan Qu ,CHN023002007,meiya_hotel,en_us
Mei Li Si Da Wo Er Zu Qu ,CHN023002008,meiya_hotel,en_us
Long Jiang Xian ,CHN023002021,meiya_hotel,en_us
Yi An Xian ,CHN023002023,meiya_hotel,en_us
Tai Lai Xian ,CHN023002024,meiya_hotel,en_us
Gan Nan Xian ,CHN023002025,meiya_hotel,en_us
Fu Yu Xian ,CHN023002027,meiya_hotel,en_us
Ke Shan Xian ,CHN023002029,meiya_hotel,en_us
Ke Dong Xian ,CHN023002030,meiya_hotel,en_us
Bai Quan Xian ,CHN023002031,meiya_hotel,en_us
Ne He Shi ,CHN023002081,meiya_hotel,en_us
Ji Xi ,CHN023003000,meiya_hotel,en_us
Ji Guan Qu ,CHN023003002,meiya_hotel,en_us
Heng Shan Qu ,CHN023003003,meiya_hotel,en_us
Di Dao Qu ,CHN023003004,meiya_hotel,en_us
Li Shu Qu ,CHN023003005,meiya_hotel,en_us
Cheng Zi He Qu ,CHN023003006,meiya_hotel,en_us
Ma Shan Qu ,CHN023003007,meiya_hotel,en_us
Ji Dong Xian ,CHN023003021,meiya_hotel,en_us
Hu Lin Shi ,CHN023003081,meiya_hotel,en_us
Mi Shan Shi ,CHN023003082,meiya_hotel,en_us
He Gang ,CHN023004000,meiya_hotel,en_us
Gong Nong Qu ,CHN023004003,meiya_hotel,en_us
Xing An Qu ,CHN023004005,meiya_hotel,en_us
Dong Shan Qu ,CHN023004006,meiya_hotel,en_us
Xing Shan Qu ,CHN023004007,meiya_hotel,en_us
Luo Bei Xian ,CHN023004021,meiya_hotel,en_us
Sui Bin Xian ,CHN023004022,meiya_hotel,en_us
Shuang Ya Shan ,CHN023005000,meiya_hotel,en_us
Jian Shan Qu ,CHN023005002,meiya_hotel,en_us
Ling Dong Qu ,CHN023005003,meiya_hotel,en_us
Si Fang Tai Qu ,CHN023005005,meiya_hotel,en_us
Ji Xian Xian ,CHN023005021,meiya_hotel,en_us
You Yi Xian ,CHN023005022,meiya_hotel,en_us
Bao Qing Xian ,CHN023005023,meiya_hotel,en_us
Rao He Xian ,CHN023005024,meiya_hotel,en_us
Da Qing ,CHN023006000,meiya_hotel,en_us
Sa Er Tu Qu ,CHN023006002,meiya_hotel,en_us
Long Feng Qu ,CHN023006003,meiya_hotel,en_us
Rang Hu Lu Qu ,CHN023006004,meiya_hotel,en_us
Hong Gang Qu ,CHN023006005,meiya_hotel,en_us
Da Tong Qu ,CHN023006006,meiya_hotel,en_us
Zhao Zhou Xian ,CHN023006021,meiya_hotel,en_us
Zhao Yuan Xian ,CHN023006022,meiya_hotel,en_us
Lin Dian Xian ,CHN023006023,meiya_hotel,en_us
Du Er Bo Te Meng Gu Zu Zi Zhi Xian ,CHN023006024,meiya_hotel,en_us
Yi Chun ,CHN023007000,meiya_hotel,en_us
Yi Chun Qu ,CHN023007002,meiya_hotel,en_us
Nan Cha Qu ,CHN023007003,meiya_hotel,en_us
You Hao Qu ,CHN023007004,meiya_hotel,en_us
Xi Lin Qu ,CHN023007005,meiya_hotel,en_us
Cui Luan Qu ,CHN023007006,meiya_hotel,en_us
Xin Qing Qu ,CHN023007007,meiya_hotel,en_us
Mei Xi Qu ,CHN023007008,meiya_hotel,en_us
Jin Shan Tun Qu ,CHN023007009,meiya_hotel,en_us
Wu Ying Qu ,CHN023007010,meiya_hotel,en_us
Wu Ma He Qu ,CHN023007011,meiya_hotel,en_us
Tang Wang He Qu ,CHN023007012,meiya_hotel,en_us
Dai Ling Qu ,CHN023007013,meiya_hotel,en_us
Wu Yi Ling Qu ,CHN023007014,meiya_hotel,en_us
Hong Xing Qu ,CHN023007015,meiya_hotel,en_us
Shang Gan Ling Qu ,CHN023007016,meiya_hotel,en_us
Jia Yin Xian ,CHN023007022,meiya_hotel,en_us
Tie Li Shi ,CHN023007081,meiya_hotel,en_us
Jia Mu Si ,CHN023008000,meiya_hotel,en_us
Qian Jin Qu ,CHN023008004,meiya_hotel,en_us
Dong Feng Qu ,CHN023008005,meiya_hotel,en_us
Hua Nan Xian ,CHN023008022,meiya_hotel,en_us
Hua Chuan Xian ,CHN023008026,meiya_hotel,en_us
Tang Yuan Xian ,CHN023008028,meiya_hotel,en_us
Fu Yuan Xian ,CHN023008033,meiya_hotel,en_us
Tong Jiang Shi ,CHN023008081,meiya_hotel,en_us
Fu Jin Shi ,CHN023008082,meiya_hotel,en_us
Qi Tai He ,CHN023009000,meiya_hotel,en_us
Xin Xing Qu ,CHN023009002,meiya_hotel,en_us
Tao Shan Qu ,CHN023009003,meiya_hotel,en_us
Qie Zi He Qu ,CHN023009004,meiya_hotel,en_us
Bo Li Xian ,CHN023009021,meiya_hotel,en_us
Mu Dan Jiang ,CHN023010000,meiya_hotel,en_us
Dong An Qu ,CHN023010002,meiya_hotel,en_us
Yang Ming Qu ,CHN023010003,meiya_hotel,en_us
Ai Min Qu ,CHN023010004,meiya_hotel,en_us
Dong Ning Xian ,CHN023010024,meiya_hotel,en_us
Lin Kou Xian ,CHN023010025,meiya_hotel,en_us
Sui Fen He Shi ,CHN023010081,meiya_hotel,en_us
Hai Lin Shi ,CHN023010083,meiya_hotel,en_us
Ning An Shi ,CHN023010084,meiya_hotel,en_us
Mu Ling Shi ,CHN023010085,meiya_hotel,en_us
Hei He ,CHN023011000,meiya_hotel,en_us
Ai Hui Qu ,CHN023011002,meiya_hotel,en_us
Nen Jiang Xian ,CHN023011021,meiya_hotel,en_us
Xun Ke Xian ,CHN023011023,meiya_hotel,en_us
Sun Wu Xian ,CHN023011024,meiya_hotel,en_us
Bei An Shi ,CHN023011081,meiya_hotel,en_us
Wu Da Lian Chi Shi ,CHN023011082,meiya_hotel,en_us
Sui Hua ,CHN023012000,meiya_hotel,en_us
Bei Lin Qu ,CHN023012002,meiya_hotel,en_us
Wang Kui Xian ,CHN023012021,meiya_hotel,en_us
Lan Xi Xian ,CHN023012022,meiya_hotel,en_us
Qing Gang Xian ,CHN023012023,meiya_hotel,en_us
Qing An Xian ,CHN023012024,meiya_hotel,en_us
Ming Shui Xian ,CHN023012025,meiya_hotel,en_us
Sui Ling Xian ,CHN023012026,meiya_hotel,en_us
An Da Shi ,CHN023012081,meiya_hotel,en_us
Zhao Dong Shi ,CHN023012082,meiya_hotel,en_us
Hai Lun Shi ,CHN023012083,meiya_hotel,en_us
Da Xing An Ling ,CHN023027000,meiya_hotel,en_us
Hu Ma Xian ,CHN023027021,meiya_hotel,en_us
Ta He Xian ,CHN023027022,meiya_hotel,en_us
Mo He Xian ,CHN023027023,meiya_hotel,en_us
Shang Hai ,CHN031000000,meiya_hotel,en_us
Huang Pu ,CHN031001000,meiya_hotel,en_us
Xu Hui ,CHN031004000,meiya_hotel,en_us
Chang Ning ,CHN031005000,meiya_hotel,en_us
Jing An ,CHN031006000,meiya_hotel,en_us
Zha Bei ,CHN031008000,meiya_hotel,en_us
Hong Kou ,CHN031009000,meiya_hotel,en_us
Yang Pu ,CHN031011000,meiya_hotel,en_us
Min Xing ,CHN031012000,meiya_hotel,en_us
Jia Ding ,CHN031014000,meiya_hotel,en_us
Pu Dong Xin Qu ,CHN031015000,meiya_hotel,en_us
Jin Shan ,CHN031016000,meiya_hotel,en_us
Song Jiang ,CHN031017000,meiya_hotel,en_us
Feng Xian ,CHN031026000,meiya_hotel,en_us
Qing Pu ,CHN031029000,meiya_hotel,en_us
Chong Ming ,CHN031030000,meiya_hotel,en_us
Nan Jing ,CHN032001000,meiya_hotel,en_us
Xuan Wu Qu ,CHN032001002,meiya_hotel,en_us
Qin Huai Qu ,CHN032001004,meiya_hotel,en_us
Jian Ye Qu ,CHN032001005,meiya_hotel,en_us
Pu Kou Qu ,CHN032001011,meiya_hotel,en_us
Qi Xia Qu ,CHN032001013,meiya_hotel,en_us
Yu Hua Tai Qu ,CHN032001014,meiya_hotel,en_us
Jiang Ning Qu ,CHN032001015,meiya_hotel,en_us
Liu He Qu ,CHN032001016,meiya_hotel,en_us
Wu Xi ,CHN032002000,meiya_hotel,en_us
Chong An Qu ,CHN032002002,meiya_hotel,en_us
Nan Chang Qu ,CHN032002003,meiya_hotel,en_us
Bei Tang Qu ,CHN032002004,meiya_hotel,en_us
Xi Shan Qu ,CHN032002005,meiya_hotel,en_us
Hui Shan Qu ,CHN032002006,meiya_hotel,en_us
Bin Hu Qu ,CHN032002011,meiya_hotel,en_us
Jiang Yin Shi ,CHN032002081,meiya_hotel,en_us
Yi Xing Shi ,CHN032002082,meiya_hotel,en_us
Xu Zhou ,CHN032003000,meiya_hotel,en_us
Yun Long Qu ,CHN032003003,meiya_hotel,en_us
Jia Wang Qu ,CHN032003005,meiya_hotel,en_us
Quan Shan Qu ,CHN032003011,meiya_hotel,en_us
Feng Xian ,CHN032003021,meiya_hotel,en_us
Pei Xian ,CHN032003022,meiya_hotel,en_us
Sui Ning Xian ,CHN032003024,meiya_hotel,en_us
Xin Yi Shi ,CHN032003081,meiya_hotel,en_us
Pi Zhou Shi ,CHN032003082,meiya_hotel,en_us
Chang Zhou ,CHN032004000,meiya_hotel,en_us
Tian Ning Qu ,CHN032004002,meiya_hotel,en_us
Zhong Lou Qu ,CHN032004004,meiya_hotel,en_us
Qi Shu Yan Qu ,CHN032004005,meiya_hotel,en_us
Xin Bei Qu ,CHN032004011,meiya_hotel,en_us
Wu Jin Qu ,CHN032004012,meiya_hotel,en_us
Li Yang Shi ,CHN032004081,meiya_hotel,en_us
Jin Tan Shi ,CHN032004082,meiya_hotel,en_us
Su Zhou ,CHN032005000,meiya_hotel,en_us
Gu Su Qu ,CHN032005004,meiya_hotel,en_us
Hu Qiu Qu ,CHN032005005,meiya_hotel,en_us
Wu Zhong Qu ,CHN032005006,meiya_hotel,en_us
Xiang Cheng Qu ,CHN032005007,meiya_hotel,en_us
Wu Jiang Qu ,CHN032005008,meiya_hotel,en_us
Chang Shu Shi ,CHN032005081,meiya_hotel,en_us
Zhang Jia Gang Shi ,CHN032005082,meiya_hotel,en_us
Kun Shan Shi ,CHN032005083,meiya_hotel,en_us
Tai Cang Shi ,CHN032005085,meiya_hotel,en_us
Nan Tong ,CHN032006000,meiya_hotel,en_us
Chong Chuan Qu ,CHN032006002,meiya_hotel,en_us
Gang Zha Qu ,CHN032006011,meiya_hotel,en_us
Hai An Xian ,CHN032006021,meiya_hotel,en_us
Ru Dong Xian ,CHN032006023,meiya_hotel,en_us
Qi Dong Shi ,CHN032006081,meiya_hotel,en_us
Ru Gao Shi ,CHN032006082,meiya_hotel,en_us
Hai Men Shi ,CHN032006084,meiya_hotel,en_us
Lian Yun Gang ,CHN032007000,meiya_hotel,en_us
Lian Yun Qu ,CHN032007003,meiya_hotel,en_us
Xin Pu Qu ,CHN032007005,meiya_hotel,en_us
Hai Zhou Qu ,CHN032007006,meiya_hotel,en_us
Gan Yu Xian ,CHN032007021,meiya_hotel,en_us
Dong Hai Xian ,CHN032007022,meiya_hotel,en_us
Guan Yun Xian ,CHN032007023,meiya_hotel,en_us
Guan Nan Xian ,CHN032007024,meiya_hotel,en_us
Huai An ,CHN032008000,meiya_hotel,en_us
Huai An Qu ,CHN032008003,meiya_hotel,en_us
Huai Yin Qu ,CHN032008004,meiya_hotel,en_us
Qing Pu Qu ,CHN032008011,meiya_hotel,en_us
Lian Shui Xian ,CHN032008026,meiya_hotel,en_us
Hong Ze Xian ,CHN032008029,meiya_hotel,en_us
Xu Chi Xian ,CHN032008030,meiya_hotel,en_us
Jin Hu Xian ,CHN032008031,meiya_hotel,en_us
Yan Cheng ,CHN032009000,meiya_hotel,en_us
Ting Hu Qu ,CHN032009002,meiya_hotel,en_us
Yan Du Qu ,CHN032009003,meiya_hotel,en_us
Xiang Shui Xian ,CHN032009021,meiya_hotel,en_us
Bin Hai Xian ,CHN032009022,meiya_hotel,en_us
Fu Ning Xian ,CHN032009023,meiya_hotel,en_us
She Yang Xian ,CHN032009024,meiya_hotel,en_us
Jian Hu Xian ,CHN032009025,meiya_hotel,en_us
Dong Tai Shi ,CHN032009081,meiya_hotel,en_us
Da Feng Shi ,CHN032009082,meiya_hotel,en_us
Yang Zhou ,CHN032010000,meiya_hotel,en_us
Guang Ling Qu ,CHN032010002,meiya_hotel,en_us
Han Jiang Qu ,CHN032010003,meiya_hotel,en_us
Bao Ying Xian ,CHN032010023,meiya_hotel,en_us
Yi Zheng Shi ,CHN032010081,meiya_hotel,en_us
Gao You Shi ,CHN032010084,meiya_hotel,en_us
Zhen Jiang ,CHN032011000,meiya_hotel,en_us
Jing Kou Qu ,CHN032011002,meiya_hotel,en_us
Run Zhou Qu ,CHN032011011,meiya_hotel,en_us
Dan Tu Qu ,CHN032011012,meiya_hotel,en_us
Dan Yang Shi ,CHN032011081,meiya_hotel,en_us
Yang Zhong Shi ,CHN032011082,meiya_hotel,en_us
Ju Rong Shi ,CHN032011083,meiya_hotel,en_us
Tai Zhou ,CHN032012000,meiya_hotel,en_us
Hai Ling Qu ,CHN032012002,meiya_hotel,en_us
Gao Gang Qu ,CHN032012003,meiya_hotel,en_us
Xing Hua Shi ,CHN032012081,meiya_hotel,en_us
Jing Jiang Shi ,CHN032012082,meiya_hotel,en_us
Tai Xing Shi ,CHN032012083,meiya_hotel,en_us
Su Qian ,CHN032013000,meiya_hotel,en_us
Su Cheng Qu ,CHN032013002,meiya_hotel,en_us
Su Yu Qu ,CHN032013011,meiya_hotel,en_us
Shu Yang Xian ,CHN032013022,meiya_hotel,en_us
Si Yang Xian ,CHN032013023,meiya_hotel,en_us
Si Hong Xian ,CHN032013024,meiya_hotel,en_us
Hang Zhou ,CHN033001000,meiya_hotel,en_us
Shang Cheng Qu ,CHN033001002,meiya_hotel,en_us
Xia Cheng Qu ,CHN033001003,meiya_hotel,en_us
Jiang Gan Qu ,CHN033001004,meiya_hotel,en_us
Gong Shu Qu ,CHN033001005,meiya_hotel,en_us
Bin Jiang Qu ,CHN033001008,meiya_hotel,en_us
Xiao Shan Qu ,CHN033001009,meiya_hotel,en_us
Yu Hang Qu ,CHN033001010,meiya_hotel,en_us
Tong Lu Xian ,CHN033001022,meiya_hotel,en_us
Chun An Xian ,CHN033001027,meiya_hotel,en_us
Jian De Shi ,CHN033001082,meiya_hotel,en_us
Fu Yang Shi ,CHN033001083,meiya_hotel,en_us
Lin An Shi ,CHN033001085,meiya_hotel,en_us
Ning Bo ,CHN033002000,meiya_hotel,en_us
Hai Shu Qu ,CHN033002003,meiya_hotel,en_us
Jiang Dong Qu ,CHN033002004,meiya_hotel,en_us
Bei Lun Qu ,CHN033002006,meiya_hotel,en_us
Zhen Hai Qu ,CHN033002011,meiya_hotel,en_us
Yin Zhou Qu ,CHN033002012,meiya_hotel,en_us
Xiang Shan Xian ,CHN033002025,meiya_hotel,en_us
Ning Hai Xian ,CHN033002026,meiya_hotel,en_us
Yu Yao Shi ,CHN033002081,meiya_hotel,en_us
Ci Xi Shi ,CHN033002082,meiya_hotel,en_us
Feng Hua Shi ,CHN033002083,meiya_hotel,en_us
Wen Zhou ,CHN033003000,meiya_hotel,en_us
Lu Cheng Qu ,CHN033003002,meiya_hotel,en_us
Long Wan Qu ,CHN033003003,meiya_hotel,en_us
Ou Hai Qu ,CHN033003004,meiya_hotel,en_us
Dong Tou Xian ,CHN033003022,meiya_hotel,en_us
Yong Jia Xian ,CHN033003024,meiya_hotel,en_us
Ping Yang Xian ,CHN033003026,meiya_hotel,en_us
Cang Nan Xian ,CHN033003027,meiya_hotel,en_us
Wen Cheng Xian ,CHN033003028,meiya_hotel,en_us
Tai Shun Xian ,CHN033003029,meiya_hotel,en_us
Rui An Shi ,CHN033003081,meiya_hotel,en_us
Le Qing Shi ,CHN033003082,meiya_hotel,en_us
Jia Xing ,CHN033004000,meiya_hotel,en_us
Nan Hu Qu ,CHN033004002,meiya_hotel,en_us
Xiu Zhou Qu ,CHN033004011,meiya_hotel,en_us
Jia Shan Xian ,CHN033004021,meiya_hotel,en_us
Hai Yan Xian ,CHN033004024,meiya_hotel,en_us
Hai Ning Shi ,CHN033004081,meiya_hotel,en_us
Ping Hu Shi ,CHN033004082,meiya_hotel,en_us
Tong Xiang Shi ,CHN033004083,meiya_hotel,en_us
Hu Zhou ,CHN033005000,meiya_hotel,en_us
Wu Xing Qu ,CHN033005002,meiya_hotel,en_us
Nan Xun Qu ,CHN033005003,meiya_hotel,en_us
De Qing Xian ,CHN033005021,meiya_hotel,en_us
Chang Xing Xian ,CHN033005022,meiya_hotel,en_us
An Ji Xian ,CHN033005023,meiya_hotel,en_us
Shao Xing ,CHN033006000,meiya_hotel,en_us
Yue Cheng Qu ,CHN033006002,meiya_hotel,en_us
Xin Chang Xian ,CHN033006024,meiya_hotel,en_us
Zhu Ji Shi ,CHN033006081,meiya_hotel,en_us
Cheng Zhou Shi ,CHN033006083,meiya_hotel,en_us
Jin Hua ,CHN033007000,meiya_hotel,en_us
Mou Cheng Qu ,CHN033007002,meiya_hotel,en_us
Jin Dong Qu ,CHN033007003,meiya_hotel,en_us
Wu Yi Xian ,CHN033007023,meiya_hotel,en_us
Pu Jiang Xian ,CHN033007026,meiya_hotel,en_us
Pan An Xian ,CHN033007027,meiya_hotel,en_us
Lan Xi Shi ,CHN033007081,meiya_hotel,en_us
Yi Wu Shi ,CHN033007082,meiya_hotel,en_us
Dong Yang Shi ,CHN033007083,meiya_hotel,en_us
Yong Kang Shi ,CHN033007084,meiya_hotel,en_us
Qu Zhou ,CHN033008000,meiya_hotel,en_us
Ke Cheng Qu ,CHN033008002,meiya_hotel,en_us
Qu Jiang Qu ,CHN033008003,meiya_hotel,en_us
Chang Shan Xian ,CHN033008022,meiya_hotel,en_us
Kai Hua Xian ,CHN033008024,meiya_hotel,en_us
Long You Xian ,CHN033008025,meiya_hotel,en_us
Jiang Shan Shi ,CHN033008081,meiya_hotel,en_us
